date,hour,zone,demand,dry_bulb,dew_pnt,holiday_flag
2016-05-11,21,CT,3466.23,71,37,FALSE
2016-05-11,22,CT,3272.088,65,37,FALSE
2016-05-11,23,CT,2903.153,63,38,FALSE
2016-05-11,24,CT,2567.515,54,42,FALSE
2016-05-12,1,CT,2345.633,51,43,FALSE
2016-05-12,2,CT,2227.447,50,43,FALSE
2016-05-12,3,CT,2167.545,50,41,FALSE
2016-05-12,4,CT,2151.169,51,35,FALSE
2016-05-12,5,CT,2210.823,49,34,FALSE
2016-05-12,6,CT,2412.672,49,34,FALSE
2016-05-12,7,CT,2803.711,50,32,FALSE
2016-05-12,8,CT,3104.798,54,38,FALSE
2016-05-12,9,CT,3217.789,58,36,FALSE
2016-05-12,10,CT,3273.842,64,35,FALSE
2016-05-12,11,CT,3344.026,67,31,FALSE
2016-05-12,12,CT,3373.278,71,32,FALSE
2016-05-12,13,CT,3384.568,74,31,FALSE
2016-05-12,14,CT,3426.243,76,29,FALSE
2016-05-12,15,CT,3447.878,78,30,FALSE
2016-05-12,16,CT,3447.486,79,33,FALSE
2016-05-12,17,CT,3476.859,82,36,FALSE
2016-05-12,18,CT,3480.139,81,35,FALSE
2016-05-12,19,CT,3437.386,79,40,FALSE
2016-05-12,20,CT,3418.557,75,38,FALSE
2016-05-12,21,CT,3517.158,71,37,FALSE
2016-05-12,22,CT,3333.528,67,38,FALSE
2016-05-12,23,CT,2976.343,65,41,FALSE
2016-05-12,24,CT,2624.884,61,44,FALSE
2016-05-13,1,CT,2388.08,59,45,FALSE
2016-05-13,2,CT,2255.794,56,45,FALSE
2016-05-13,3,CT,2186.165,54,46,FALSE
2016-05-13,4,CT,2166.549,52,45,FALSE
2016-05-13,5,CT,2221.476,55,47,FALSE
2016-05-13,6,CT,2411.98,52,46,FALSE
2016-05-13,7,CT,2795.441,51,47,FALSE
2016-05-13,8,CT,3123.37,55,48,FALSE
2016-05-13,9,CT,3273.09,58,49,FALSE
2016-05-13,10,CT,3347.122,59,48,FALSE
2016-05-13,11,CT,3427.229,61,48,FALSE
2016-05-13,12,CT,3481.264,64,51,FALSE
2016-05-13,13,CT,3485.246,67,54,FALSE
2016-05-13,14,CT,3494.495,71,56,FALSE
2016-05-13,15,CT,3465.979,70,56,FALSE
2016-05-13,16,CT,3432.781,70,56,FALSE
2016-05-13,17,CT,3386.353,68,57,FALSE
2016-05-13,18,CT,3376.653,63,59,FALSE
2016-05-13,19,CT,3335.357,62,60,FALSE
2016-05-13,20,CT,3301.744,62,60,FALSE
2016-05-13,21,CT,3313.591,61,59,FALSE
2016-05-13,22,CT,3144.4,61,59,FALSE
2016-05-13,23,CT,2882.571,60,59,FALSE
2016-05-13,24,CT,2598.19,60,59,FALSE
2016-05-14,1,CT,2366.85,59,59,FALSE
2016-05-14,2,CT,2241.536,59,57,FALSE
2016-05-14,3,CT,2159.52,56,55,FALSE
2016-05-14,4,CT,2120.065,56,53,FALSE
2016-05-14,5,CT,2120.099,56,50,FALSE
2016-05-14,6,CT,2165.955,53,51,FALSE
2016-05-14,7,CT,2290.303,54,50,FALSE
2016-05-14,8,CT,2523.601,55,52,FALSE
2016-05-14,9,CT,2758.737,60,53,FALSE
2016-05-14,10,CT,2906.017,62,53,FALSE
2016-05-14,11,CT,2971.321,67,51,FALSE
2016-05-14,12,CT,2976.682,69,50,FALSE
2016-05-14,13,CT,2967.995,72,51,FALSE
2016-05-14,14,CT,2951.919,74,48,FALSE
2016-05-14,15,CT,2933.117,76,46,FALSE
2016-05-14,16,CT,2926.239,75,48,FALSE
2016-05-14,17,CT,2929.372,72,50,FALSE
2016-05-14,18,CT,2956.806,71,48,FALSE
2016-05-14,19,CT,2966.573,69,50,FALSE
2016-05-14,20,CT,3012.748,68,50,FALSE
2016-05-14,21,CT,3082.011,65,51,FALSE
2016-05-14,22,CT,2953.599,58,52,FALSE
2016-05-14,23,CT,2732.16,57,55,FALSE
2016-05-14,24,CT,2482.509,57,55,FALSE
2016-05-15,1,CT,2280,57,54,FALSE
2016-05-15,2,CT,2148.865,53,47,FALSE
2016-05-15,3,CT,2070.251,50,41,FALSE
2016-05-15,4,CT,2032.305,48,38,FALSE
2016-05-15,5,CT,2021.831,46,36,FALSE
2016-05-15,6,CT,2033.787,46,36,FALSE
2016-05-15,7,CT,2110.185,45,35,FALSE
2016-05-15,8,CT,2339.992,48,35,FALSE
2016-05-15,9,CT,2545.782,50,34,FALSE
2016-05-15,10,CT,2690.27,52,31,FALSE
2016-05-15,11,CT,2772.995,54,31,FALSE
2016-05-15,12,CT,2823.57,55,30,FALSE
2016-05-15,13,CT,2875.068,57,29,FALSE
2016-05-15,14,CT,2890.203,56,27,FALSE
2016-05-15,15,CT,2869.128,54,27,FALSE
2016-05-15,16,CT,2856.84,55,26,FALSE
2016-05-15,17,CT,2898.396,54,25,FALSE
2016-05-15,18,CT,2952.329,53,26,FALSE
2016-05-15,19,CT,3002.83,51,26,FALSE
2016-05-15,20,CT,3049.81,50,27,FALSE
2016-05-15,21,CT,3161.831,47,27,FALSE
2016-05-15,22,CT,3031.255,45,28,FALSE
2016-05-15,23,CT,2762.186,44,28,FALSE
2016-05-15,24,CT,2492.721,44,28,FALSE
2016-05-16,1,CT,2314.959,43,27,FALSE
2016-05-16,2,CT,2229.656,42,26,FALSE
2016-05-16,3,CT,2196.969,42,26,FALSE
2016-05-16,4,CT,2202.688,41,23,FALSE
2016-05-16,5,CT,2292.193,41,23,FALSE
2016-05-16,6,CT,2525.627,41,22,FALSE
2016-05-16,7,CT,2953.443,43,22,FALSE
2016-05-16,8,CT,3262.521,43,22,FALSE
2016-05-16,9,CT,3347.317,45,23,FALSE
2016-05-16,10,CT,3365.023,47,23,FALSE
2016-05-16,11,CT,3366.213,48,24,FALSE
2016-05-16,12,CT,3337.008,51,24,FALSE
2016-05-16,13,CT,3306.892,53,24,FALSE
2016-05-16,14,CT,3283.978,54,25,FALSE
2016-05-16,15,CT,3235.605,58,25,FALSE
2016-05-16,16,CT,3194.339,61,25,FALSE
2016-05-16,17,CT,3222.975,63,23,FALSE
2016-05-16,18,CT,3282.937,63,20,FALSE
2016-05-16,19,CT,3319.994,64,21,FALSE
2016-05-16,20,CT,3332.953,62,27,FALSE
2016-05-16,21,CT,3425.486,58,27,FALSE
2016-05-16,22,CT,3255.744,55,28,FALSE
2016-05-16,23,CT,2906.633,54,29,FALSE
2016-05-16,24,CT,2585.075,51,31,FALSE
2016-05-17,1,CT,2384.584,49,34,FALSE
2016-05-17,2,CT,2281.463,44,34,FALSE
2016-05-17,3,CT,2234.304,44,34,FALSE
2016-05-17,4,CT,2227.449,41,35,FALSE
2016-05-17,5,CT,2299.001,41,35,FALSE
2016-05-17,6,CT,2520.477,44,37,FALSE
2016-05-17,7,CT,2925.913,44,37,FALSE
2016-05-17,8,CT,3222.793,46,39,FALSE
2016-05-17,9,CT,3316.741,52,38,FALSE
2016-05-17,10,CT,3365.025,57,37,FALSE
2016-05-17,11,CT,3376.989,60,37,FALSE
2016-05-17,12,CT,3367.657,64,37,FALSE
2016-05-17,13,CT,3349.078,66,37,FALSE
2016-05-17,14,CT,3403.944,70,37,FALSE
2016-05-17,15,CT,3409.402,71,36,FALSE
2016-05-17,16,CT,3329.429,69,38,FALSE
2016-05-17,17,CT,3322.419,67,38,FALSE
2016-05-17,18,CT,3366.901,68,39,FALSE
2016-05-17,19,CT,3355.429,67,39,FALSE
2016-05-17,20,CT,3336.081,67,40,FALSE
2016-05-17,21,CT,3401.515,64,40,FALSE
2016-05-17,22,CT,3244.21,62,40,FALSE
2016-05-17,23,CT,2903.637,59,40,FALSE
2016-05-17,24,CT,2578.451,56,42,FALSE
2016-05-18,1,CT,2371.15,54,40,FALSE
2016-05-18,2,CT,2266.011,56,39,FALSE
2016-05-18,3,CT,2210.306,50,39,FALSE
2016-05-18,4,CT,2207.9,48,38,FALSE
2016-05-18,5,CT,2267.887,50,37,FALSE
2016-05-18,6,CT,2424.932,49,37,FALSE
2016-05-18,7,CT,2819.764,49,38,FALSE
2016-05-18,8,CT,3120.233,50,38,FALSE
2016-05-18,9,CT,3233.978,54,38,FALSE
2016-05-18,10,CT,3250.923,55,38,FALSE
2016-05-18,11,CT,3257.394,59,38,FALSE
2016-05-18,12,CT,3266.349,62,36,FALSE
2016-05-18,13,CT,3253.798,64,35,FALSE
2016-05-18,14,CT,3277.952,66,33,FALSE
2016-05-18,15,CT,3268.194,68,33,FALSE
2016-05-18,16,CT,3252.528,70,35,FALSE
2016-05-18,17,CT,3277.693,70,35,FALSE
2016-05-18,18,CT,3299.111,70,35,FALSE
2016-05-18,19,CT,3272.131,70,35,FALSE
2016-05-18,20,CT,3275.063,68,36,FALSE
2016-05-18,21,CT,3374.255,62,39,FALSE
2016-05-18,22,CT,3204.9,59,40,FALSE
2016-05-18,23,CT,2864.429,56,41,FALSE
2016-05-18,24,CT,2542.696,55,40,FALSE
2016-05-19,1,CT,2323.569,55,40,FALSE
2016-05-19,2,CT,2214.528,54,41,FALSE
2016-05-19,3,CT,2151.121,53,42,FALSE
2016-05-19,4,CT,2133.992,52,43,FALSE
2016-05-19,5,CT,2189.376,51,44,FALSE
2016-05-19,6,CT,2391.64,52,44,FALSE
2016-05-19,7,CT,2774.263,51,47,FALSE
2016-05-19,8,CT,3078.202,53,47,FALSE
2016-05-19,9,CT,3199.411,55,44,FALSE
2016-05-19,10,CT,3255.533,56,45,FALSE
2016-05-19,11,CT,3290.269,59,46,FALSE
2016-05-19,12,CT,3312.517,61,46,FALSE
2016-05-19,13,CT,3318.352,63,44,FALSE
2016-05-19,14,CT,3353.634,66,44,FALSE
2016-05-19,15,CT,3337.716,68,44,FALSE
2016-05-19,16,CT,3314.822,67,44,FALSE
2016-05-19,17,CT,3320.581,67,47,FALSE
2016-05-19,18,CT,3316,67,44,FALSE
2016-05-19,19,CT,3283.472,67,43,FALSE
2016-05-19,20,CT,3272.007,64,44,FALSE
2016-05-19,21,CT,3346.343,63,44,FALSE
2016-05-19,22,CT,3188.225,61,45,FALSE
2016-05-19,23,CT,2850.44,58,44,FALSE
2016-05-19,24,CT,2525.19,55,49,FALSE
2016-05-20,1,CT,2312.836,52,47,FALSE
2016-05-20,2,CT,2200.612,48,46,FALSE
2016-05-20,3,CT,2138.267,49,46,FALSE
2016-05-20,4,CT,2125.776,46,45,FALSE
2016-05-20,5,CT,2182.283,44,42,FALSE
2016-05-20,6,CT,2366.129,44,42,FALSE
2016-05-20,7,CT,2754.61,44,43,FALSE
2016-05-20,8,CT,3055.202,48,45,FALSE
2016-05-20,9,CT,3163.702,51,46,FALSE
2016-05-20,10,CT,3235.782,55,47,FALSE
2016-05-20,11,CT,3282.944,62,48,FALSE
2016-05-20,12,CT,3304.523,66,48,FALSE
2016-05-20,13,CT,3302.258,69,42,FALSE
2016-05-20,14,CT,3321.889,71,43,FALSE
2016-05-20,15,CT,3329.075,72,42,FALSE
2016-05-20,16,CT,3306.317,75,43,FALSE
2016-05-20,17,CT,3323.57,75,42,FALSE
2016-05-20,18,CT,3314.839,74,40,FALSE
2016-05-20,19,CT,3264.669,74,41,FALSE
2016-05-20,20,CT,3209.112,73,40,FALSE
2016-05-20,21,CT,3259.867,69,42,FALSE
2016-05-20,22,CT,3139.551,67,44,FALSE
2016-05-20,23,CT,2861.965,65,42,FALSE
2016-05-20,24,CT,2565.373,60,43,FALSE
2016-05-21,1,CT,2332.472,60,43,FALSE
2016-05-21,2,CT,2195.249,56,43,FALSE
2016-05-21,3,CT,2116.018,56,43,FALSE
2016-05-21,4,CT,2078.135,54,44,FALSE
2016-05-21,5,CT,2082.807,50,43,FALSE
2016-05-21,6,CT,2117.565,48,43,FALSE
2016-05-21,7,CT,2245.821,46,42,FALSE
2016-05-21,8,CT,2475.169,48,44,FALSE
2016-05-21,9,CT,2712.827,57,45,FALSE
2016-05-21,10,CT,2890.887,62,46,FALSE
2016-05-21,11,CT,3006.353,65,46,FALSE
2016-05-21,12,CT,3018.391,68,47,FALSE
2016-05-21,13,CT,2984.495,69,46,FALSE
2016-05-21,14,CT,2931.885,70,42,FALSE
2016-05-21,15,CT,2873.457,70,39,FALSE
2016-05-21,16,CT,2849.544,71,40,FALSE
2016-05-21,17,CT,2867.936,71,39,FALSE
2016-05-21,18,CT,2920.476,68,40,FALSE
2016-05-21,19,CT,2914.684,65,43,FALSE
2016-05-21,20,CT,2903.366,63,41,FALSE
2016-05-21,21,CT,2981.714,62,40,FALSE
2016-05-21,22,CT,2901.295,60,40,FALSE
2016-05-21,23,CT,2690.457,59,41,FALSE
2016-05-21,24,CT,2450.085,58,42,FALSE
2016-05-22,1,CT,2255.953,55,44,FALSE
2016-05-22,2,CT,2136.586,55,45,FALSE
2016-05-22,3,CT,2068.363,55,44,FALSE
2016-05-22,4,CT,2035.988,55,44,FALSE
2016-05-22,5,CT,2033.871,54,45,FALSE
2016-05-22,6,CT,2048.727,54,46,FALSE
2016-05-22,7,CT,2124.015,54,46,FALSE
2016-05-22,8,CT,2306.354,55,45,FALSE
2016-05-22,9,CT,2554.931,57,46,FALSE
2016-05-22,10,CT,2752.155,58,47,FALSE
2016-05-22,11,CT,2856.856,62,46,FALSE
2016-05-22,12,CT,2890.408,63,44,FALSE
2016-05-22,13,CT,2866.754,65,46,FALSE
2016-05-22,14,CT,2834.969,67,47,FALSE
2016-05-22,15,CT,2833.628,71,46,FALSE
2016-05-22,16,CT,2851.454,72,45,FALSE
2016-05-22,17,CT,2909.32,73,44,FALSE
2016-05-22,18,CT,2995.709,74,44,FALSE
2016-05-22,19,CT,3044.397,72,44,FALSE
2016-05-22,20,CT,3061.554,73,45,FALSE
2016-05-22,21,CT,3163.428,67,48,FALSE
2016-05-22,22,CT,3043.386,64,50,FALSE
2016-05-22,23,CT,2757.926,62,50,FALSE
2016-05-22,24,CT,2458.416,60,50,FALSE
2016-05-23,1,CT,2256.981,57,51,FALSE
2016-05-23,2,CT,2146.116,56,50,FALSE
2016-05-23,3,CT,2085.032,54,50,FALSE
2016-05-23,4,CT,2074.438,51,49,FALSE
2016-05-23,5,CT,2138.939,50,47,FALSE
2016-05-23,6,CT,2338.958,48,45,FALSE
2016-05-23,7,CT,2740.335,49,47,FALSE
2016-05-23,8,CT,3072.774,52,49,FALSE
